lines,chunks,file_count,r_queue,r_exp,r_exp_product,s_exp,s_exp_product,review_time_minutes,is_bad
25,10,3,13,681,293,90,17,1256.883333,1
119,13,5,1,199,123,544,236,119.1333336,1
13,5,2,1,13,8,2,1,59.01666641,0
1,1,1,0,2,0,5,3,0,0
432,31,15,3,1240,787,5005,142,702.4666672,1
12,5,2,2,672,398,207,1,12.13333324,1
13,2,2,2,108,103,16,16,844.9833333,1
30,13,8,1,8,6,53,34,0,0
82,2,1,1,8,6,53,34,0,0
4,2,1,1,8,6,53,34,0,0
1,1,1,1,8,6,53,34,0,0
124,13,11,1,28,23,49,2,1306.016667,1
13,2,1,2,673,399,407,317,642.8666666,1
120,32,15,0,15,6,50,2,0,1
9,1,1,3,298,4,1655,1164,2.383333147,1
6,2,2,4,723,633,1652,355,48.68333347,1
15,2,2,2,224,33,76,36,867.8166669,1
50,6,4,2,241,239,731,88,85.93333326,1
345,9,5,2,241,239,731,88,85.93333326,1
84,9,4,1,72,21,2884,1463,390.8833328,0
118,5,5,0,8,8,50,45,6049.733334,1
174,12,6,0,739,18,26,18,156.333333,1
127,6,3,2,100,97,25,24,1126.45,1
24,6,5,2,221,111,316,48,550.7666666,0
197,41,33,2,674,400,5009,146,6.15000017,0
17,7,2,1,944,157,163,54,69.23333332,1
158,7,6,4,416,359,814,635,8490.85,0
24,3,1,4,563,367,826,755,13.95000011,1
457,22,10,2,377,359,285,242,1372.5,1
19,3,1,1,1337,648,2074,1170,275.4666665,0
145,14,5,0,795,156,2888,1467,14.2666664,0
145,14,5,1,73,22,2888,1467,137.283333,0
33,5,3,3,62,44,669,77,30.16666666,0
2,1,1,6,647,72,289,266,1566.833333,0
6,2,1,3,1123,334,162,53,2778.316666,0
44,8,1,1,444,84,1361,1069,17.83333316,1
28,6,3,3,5253,787,1353,59,1841.183334,0
13,3,1,2,172,11,751,114,25.58333337,1
1,1,1,1,610,165,2885,1464,95.63333362,0
43,4,2,2,560,417,2359,95,7150.383334,1
21,2,2,0,79,79,3953,3502,1083.466667,0
4,2,1,3,682,628,3954,3503,15.65000027,0
37,6,1,1,785,706,749,605,857.5166671,0
103,23,7,2,2268,2156,3576,3341,8683.716667,1
158,61,53,0,4,4,4051,2398,896.5166668,1
130,11,4,3,728,637,2099,1978,37.45000005,1
319,26,9,4,92,92,232,225,0,1
105,14,5,6,509,509,365,337,526.6166668,1
13,1,1,4,1313,1298,1799,1732,3.083333373,0
563,18,4,1,736,724,3937,3491,0,1
13,1,1,1,736,724,3937,3491,0,0
3,1,1,21,6714,6002,708,676,138.283333,0
27,14,7,0,0,0,1034,1022,496.6333332,0
346,31,11,2,13410,12060,1036,1024,59.09999996,1
56,9,7,7,4048,3793,1037,1025,17.74999961,0
237,21,11,6,4051,3796,1041,1029,4.933333397,1
7,2,1,1,0,0,246,239,25.73333323,0
3,1,1,1,1317,1040,668,168,1123.85,0
5,2,1,10,580,352,2546,1881,946.6499998,0
8,2,2,11,576,349,2544,1879,2501.783333,0
17,6,6,7,413,224,303,284,1415.716667,1
15,3,1,2,639,615,310,290,31.48333356,1
2,1,1,3,639,615,311,291,31.19999975,0
109,3,2,5,1045,818,1282,600,261.1166666,1
312,33,16,3,13362,12019,1087,1084,17597.25,1
28,4,2,4,338,190,379,362,22.6166667,0
12,4,3,1,995,972,427,311,151.2166665,0
14,3,3,1,1194,48,1663,3,1324.083334,1
16,1,1,5,505,505,823,816,938.3666664,0
47,8,6,1,748,734,101,100,47.71666668,0
21,3,3,11,576,349,2544,1879,2501.783333,0
22,4,3,5,573,563,161,160,15.48333317,1
2,1,1,2,639,615,310,290,31.48333356,0
1,1,1,2,639,615,310,290,31.48333356,1
2,1,1,2,639,615,310,290,31.48333356,0
5,2,1,2,639,615,310,290,31.48333356,1
6,3,1,8,305,265,10155,83,105.3333333,0
17,3,3,7,2316,1847,10153,81,197.2166665,1
1,1,1,11,1572,1360,10157,9431,3.799999505,0
13,3,2,0,16,6,1111,1021,215.4666667,1
2,1,1,4,1903,1441,1112,1022,359.2999998,1
8,1,1,8,1903,1441,1121,1031,240.8333333,0
26,3,3,8,1903,1441,1121,1031,240.8333333,0
31,7,5,8,1903,1441,1121,1031,240.8333333,1
1,1,1,8,1903,1441,1121,1031,240.8333333,0
13,5,3,8,1903,1441,1121,1031,240.8333333,1
23,9,3,4,13411,12061,1127,1037,352.4666666,0
155,10,5,2,229,207,1368,1340,942.4499997,1
13,2,1,2,227,205,1366,1338,7.083333805,1
47,11,3,2,227,205,1366,1338,7.083333805,1
20,1,1,2,227,205,1366,1338,7.083333805,1
6,1,1,2,227,205,1366,1338,7.083333805,0
3,1,1,2,639,615,310,290,31.48333356,1
45,3,3,4,13414,12064,1802,1735,3.483333215,0
38,6,5,2,746,732,98,97,176.0000002,1
3,1,1,11,13539,12590,1904,1748,1063.883333,0
127,2,2,0,15,8,206,37,160.0166671,1
18,3,1,0,15,8,206,37,160.0166671,1
309,2,2,0,15,8,49,44,0,1
11,2,1,9,345,277,672,333,75.73333293,0
3,1,1,10,345,277,673,334,65.81666641,1
8,4,2,6,1049,821,4243,1259,50.23333378,1
11,2,1,9,2319,1850,674,335,1.916666999,0
412,6,6,6,389,334,344,307,870.4166669,1
151,14,5,0,795,156,2888,1467,14.2666664,1
151,14,5,1,73,22,2888,1467,137.283333,1
78,5,4,6,56,38,1122,184,166.4166666,0
56,5,2,4,59,41,1125,187,215.2666672,1
8,3,1,1,1641,913,86,50,12820.4,0
354,27,8,1,96,93,15,14,5759.633333,1
40,3,3,2,1240,787,740,12,1612,1
202,28,10,8,432,375,241,204,125.4666661,1
452,14,6,8,432,375,241,204,125.4666661,1
39,14,4,8,432,375,241,204,125.4666661,1
155,1,1,8,432,375,241,204,125.4666661,1
13,1,1,8,432,375,241,204,125.4666661,0
1,1,1,0,1,1,18,14,0,0
282,27,8,1,175,14,671,31,0,1
8,4,3,1,30,30,5,4,791.4333335,0
4,1,1,1,32,32,25,3,31.63333341,0
44,2,2,0,232,40,753,105,0,1
44,2,2,2,249,247,753,105,1470.883333,1
8,2,2,1,232,40,930,868,40.78333341,0
2,1,1,4,249,247,317,49,429.6833336,0
16,6,3,1,1244,791,1310,112,114.6166666,0
13,4,1,1,797,4,2894,744,64.28333335,1
4,1,1,0,315,311,398,198,115.2499998,1
155,6,3,2,102,99,40,39,848.5333335,0
303,41,6,1,102,99,39,38,1289.1,1
6,1,1,1,52,49,164,55,1112.583333,0
35,7,5,2,77,74,3240,2449,416.2833332,0
5,1,1,7,351,283,756,639,35.56666687,1
7,2,2,3,276,276,1105,1103,177.2333329,1
7,3,2,2,675,401,410,75,571.533334,1
109,9,2,0,4,4,2774,2539,161.7166666,0
14,5,3,8,1572,1360,1216,1043,137.3333334,0
51,5,5,8,810,808,1092,1090,10311.15,1
253,53,4,0,17,8,58,58,0,1
526,160,26,3,512,512,1351,1342,1165.516667,1
526,12,4,0,1,1,23,21,0,1
14,4,4,0,18,9,59,59,0,0
2,1,1,2,825,823,556,521,2284.716667,0
399,35,17,2,142,69,233,12,3.500000462,1
46,7,7,3,141,68,232,11,104.8000002,1
18,3,1,1,1245,792,547,265,899.6166667,0
109,7,1,0,0,0,42,29,919.0166668,1
89,8,6,2,337,189,7,7,3787.816667,1
8,3,3,11,583,570,8,5,9517.016667,0
4,1,1,18,1074,979,52,33,10.00000007,0
372,9,7,8,4046,3791,3946,3547,3.516667038,1
192,79,6,8,4046,3791,3946,3547,3.516667038,1
56,5,1,8,4046,3791,3946,3547,3.516667038,0
16,1,1,8,4046,3791,3946,3547,3.516667038,1
14,1,1,0,19,10,61,61,0,0
4,2,1,2,1337,1316,1521,1472,0,0
389,6,6,1,113,100,233,197,0,1
340,8,2,1,113,100,233,197,0,0
135,21,20,3,78,78,316,297,228.0666661,1
16,5,3,3,240,239,211,209,4830.633334,0
45,3,3,4,13414,12064,1802,1735,3.483333215,1
1,1,1,3,1680,1657,2304,1446,32.79999979,0
1,1,1,1,113,100,233,197,0,1
21,5,2,4,306,298,903,265,597.1000001,0
79,3,3,5,13411,12061,41,28,60.49999975,1
71,7,3,1,200,124,546,238,1012.316667,1
306,5,5,6,1266,1199,1327,1254,291.7333328,0
2,1,1,8,287,280,1074,631,609.783333,1
6,1,1,3,189,45,287,247,9045.066667,0
241,24,12,3,189,45,287,247,9045.066667,1
207,9,1,1,45,31,1,1,5847.966666,1
35,3,1,0,2814,90,1,1,11083.48333,1
35,3,1,4,40,28,1,1,9085.816667,1
43,11,3,3,15,15,117,114,0,1
3,2,1,2,726,636,1175,1032,0,0
37,2,1,1,5,4,1171,1030,991.8999998,1
157,20,12,5,349,281,513,49,26.73333317,1
44,14,8,3,337,94,504,46,3772.366666,0
7,1,1,5,342,274,498,42,7936.316667,0
92,20,13,12,4055,3799,514,443,8.549999893,1
16,1,1,0,2794,2643,1750,1684,2309.4,0
16,4,4,2,81,81,320,301,1393.45,1
8,6,3,5,1314,1299,1097,1094,20.4666663,1
392,3,3,0,63,61,303,289,0,1
411,24,9,0,63,61,303,289,0,0
39,1,1,0,63,61,303,289,0,0
30,2,1,0,63,61,303,289,0,0
18,4,1,0,63,61,303,289,0,0
149,17,9,0,15,6,1217,1044,929.616667,0
149,17,9,9,1572,1360,1217,1044,1346.45,0
46,6,2,1,247,246,2,2,31.41666658,1
62,4,2,5,573,563,161,160,15.48333317,1
10,2,2,1,14,14,162,161,5.699999928,0
6,1,1,4,630,617,1099,1096,6.350000426,1
5,3,1,2,319,319,252,250,3.666666895,0
282,83,7,6,314,314,229,227,110.15,1
18,4,1,6,314,314,229,227,110.15,1
2,2,2,6,314,314,229,227,110.15,1
277,51,5,6,314,314,229,227,110.15,1
2,1,1,3,630,617,3589,3354,180.3999998,0
90,16,12,1,578,568,251,249,160.4833332,1
2,1,1,9,590,576,711,679,22.98333339,1
40,25,10,1,80,78,1203,1126,21.11666679,1
173,24,6,2,65,63,10161,9435,1046.433333,1
173,24,6,8,4052,3797,10161,9435,1371.616667,1
314,39,12,2,145,70,1032,14,84.96666647,1
559,114,13,0,76,74,259,242,0,0
274,49,18,0,76,74,259,242,0,0
55,2,2,0,76,74,259,242,0,0
42,1,1,0,76,74,259,242,0,0
19,10,9,4,573,563,2209,1763,67.39999987,1
81,7,2,4,932,837,3947,3548,204.8833331,0
14,3,1,4,676,402,230,200,282.2499999,0
11,4,1,4,676,402,412,77,288.5833338,1
22,2,2,18,104,104,1108,1106,35.41666701,1
131,3,2,11,4602,1811,2076,1172,11.40000053,0
31,5,5,2,1127,338,0,0,321.1000004,0
152,13,3,2,381,363,289,243,1329.066666,1
33,5,3,6,353,17,670,78,0,0
52,2,2,9,903,581,895,880,57.81666622,0
148,12,2,2,63,45,1543,264,25.01666643,0
84,8,4,1,611,166,2893,1471,8.333333731,1
1,1,1,1,20,0,1658,8,82.31666677,0
24,5,2,4,306,298,903,265,597.1000001,1
24,4,2,2,234,63,905,266,21.20000035,0
16,5,4,0,55,36,207,150,0,1
41,7,3,0,55,36,207,150,0,1
57,2,2,8,1886,1760,358,282,1053.25,1
47,9,3,0,79,79,4734,4374,82.33333334,0
62,5,2,15,308,297,4735,4375,4067.583333,0
102,4,1,15,308,297,4735,4375,4067.583333,0
65,9,3,10,1078,982,762,554,1186.983334,1
2,1,1,1,691,426,1044,616,159.6833329,0
3,1,1,10,327,316,4764,4403,242.0999998,0
2,1,1,3,514,514,425,424,977.1999997,0
108,9,2,5,350,282,847,45,10.43333307,0
44,1,1,5,350,282,847,45,10.43333307,1
234,20,2,2,120,108,88,52,34.13333327,0
234,20,2,12,422,293,88,52,3193.283333,0
278,37,9,4,1314,1299,120,115,170.3999998,1
6,1,1,14,13531,12582,94,93,3349.816667,0
63,10,6,14,13531,12582,94,93,3349.816667,1
119,10,4,14,13531,12582,94,93,3349.816667,1
202,12,4,16,13539,12590,106,105,171.3666666,1
99,10,2,5,3692,486,10,10,4434.116667,1
9,2,1,2,13418,32,225,112,442.0833334,0
5,2,2,9,1521,1379,1522,1473,484.9500002,0
187,15,10,1,469,469,1512,1463,3008.15,1
33,3,2,7,1524,1382,1523,1474,450.933333,0
8,4,4,3,548,544,1433,476,58224.75,1
234,20,2,2,120,108,88,52,34.13333327,1
234,20,2,12,422,293,88,52,3193.283333,1
37,1,1,4,679,626,29,29,1576.000001,0
38,2,2,1,745,560,1007,40,353.0833333,0
13,3,2,1,745,560,1007,40,353.0833333,0
36,2,2,1,745,560,1007,40,353.0833333,1
33,10,2,1,745,560,1007,40,353.0833333,0
17,3,1,1,745,560,1007,40,353.0833333,0
177,14,7,1,745,560,1007,40,353.0833333,1
196,16,8,1,745,560,1007,40,353.0833333,1
22,5,3,4,514,514,250,248,889.6500005,1
8,2,2,2,827,825,1110,1108,167.1333334,1
559,114,13,0,76,74,259,242,0,1
274,49,18,0,76,74,259,242,0,1
58,2,2,0,76,74,259,242,0,1
42,1,1,0,76,74,259,242,0,1
2,1,1,0,29,29,110,109,0,0
67,3,1,1,631,29,1318,840,35.0166665,1
162,19,3,3,220,218,1042,996,802.7166666,1
322,46,4,3,220,218,1042,996,802.7166666,1
137,18,3,0,155,153,857,843,0,1
399,8,1,0,155,153,857,843,0,1
23,4,1,0,155,153,857,843,0,0
93,8,1,0,155,153,857,843,0,1
215,20,4,0,155,153,857,843,0,1
306,29,7,0,157,155,870,856,0,1
215,17,5,4,903,581,890,875,713.5833333,1
381,17,2,6,903,581,892,877,704.7000005,1
135,7,5,0,41,41,882,868,5931.483333,1
135,7,5,1,345,334,882,868,2850,1
144,32,4,0,41,41,882,868,5931.483333,1
144,32,4,1,345,334,882,868,2850,1
109,11,9,0,41,41,882,868,5931.483333,1
109,11,9,1,345,334,882,868,2850,1
7,1,1,0,41,41,882,868,5931.483333,0
7,1,1,1,345,334,882,868,2850,0
20,2,2,0,41,41,882,868,5931.483333,0
20,2,2,1,345,334,882,868,2850,0
17,2,1,0,41,41,882,868,5931.483333,0
17,2,1,1,345,334,882,868,2850,0
20,4,1,0,41,41,882,868,5931.483333,0
20,4,1,1,345,334,882,868,2850,0
595,4,2,0,41,41,882,868,5931.483333,1
595,4,2,1,345,334,882,868,2850,1
45,1,1,0,41,41,882,868,5931.483333,0
45,1,1,1,345,334,882,868,2850,0
281,2,1,0,41,41,882,868,5931.483333,1
281,2,1,1,345,334,882,868,2850,1
475,4,4,0,41,41,882,868,5931.483333,0
475,4,4,1,345,334,882,868,2850,0
589,8,7,0,41,41,882,868,5931.483333,1
589,8,7,1,345,334,882,868,2850,1
2,2,1,3,381,363,896,881,660.8833328,0
101,2,2,4,903,581,890,875,713.5833333,1
219,5,5,7,903,581,893,878,81.66666694,1
155,6,3,0,4,4,42,41,0,1
6,3,2,3,249,247,253,148,2074.883333,0
68,7,1,1,945,158,1461,168,797.8333329,1
3,1,1,0,37,5,563,202,0,0
9,1,1,8,691,310,218,217,10.81666633,1
299,3,3,7,175,1,16,16,5024.5,0
174,7,1,0,0,0,1,0,1645.016666,1
89,6,6,0,0,0,1,0,1645.016666,1
8,2,1,0,0,0,1,0,24678.68333,0
8,2,1,0,5,0,1,0,20215.95,0
155,15,1,0,0,0,1,0,24678.68333,1
155,15,1,0,5,0,1,0,20215.95,1
16,4,3,0,0,0,1,0,1645.016666,1
414,25,4,0,7,0,1,0,15.36666714,1
5,1,1,0,38,29,564,302,0,0
27,3,1,3,1515,199,542,293,4415.516667,0
27,3,1,14,674,25,542,293,697.7166668,0
171,20,7,0,39,30,567,305,0,1
3,1,1,0,37,5,563,202,0,0
57,7,3,1,22,2,1661,11,557.9000001,1
54,3,1,1,22,2,1661,11,557.9000001,1
2,1,1,10,697,311,98,78,5.28333284,0
7,1,1,8,419,362,195,160,2051.6,0
172,13,9,9,2316,1847,343,271,1772.983333,0
34,1,1,13,4586,1801,829,758,13291.11667,0
185,25,6,13,4586,1801,829,758,13291.11667,1
502,12,7,5,1046,330,407,192,1349.25,0
205,3,3,6,1045,329,405,190,1486.283334,0
75,11,3,1,317,302,1426,781,1621.483333,1
65,5,2,10,1574,1362,10158,9432,2546.6,1
31,13,12,5,922,372,10141,74,8830.183333,1
92,32,3,5,237,31,50,45,61.50000036,1
445,164,25,1,201,125,82,80,18.00000027,1
502,12,7,5,1046,330,407,192,1349.25,0
158,18,2,4,33,33,901,886,110.466667,0
28,6,2,4,33,33,901,886,110.466667,0
62,15,2,4,33,33,901,886,110.466667,1
128,4,4,4,33,33,901,886,110.466667,1
210,3,3,6,1045,329,405,190,1486.283334,0
324,16,13,2,238,45,940,878,25.84999993,1
185,10,6,4,251,249,757,109,845.0833335,1
95,7,3,2,224,114,763,646,0,0
7,2,1,2,227,117,766,649,0,0
23,2,2,2,226,116,765,648,0,0
277,15,11,2,225,115,764,647,0,1
140,13,5,1,40,38,249,212,1106.116666,1
496,17,11,0,1,1,192,187,30.06666653,1
496,17,11,9,1532,1329,192,187,8424.85,1
170,5,5,6,356,287,521,54,19.23333362,1
39,11,8,3,337,94,504,46,3772.366666,1
9,3,2,1,60,46,3591,3356,1.383333206,0
57,6,5,0,16,6,314,294,707.4499997,1
59,16,2,0,16,6,314,294,707.4499997,1
2,1,1,0,16,6,314,294,707.4499997,0
10,2,2,6,733,639,1031,904,11.89999983,0
387,104,36,17,13545,12596,3949,3550,324.6000002,1
410,41,24,0,42,42,368,340,20.54999985,0
16,2,1,3,684,630,11,6,162.5999998,0
441,44,24,0,42,42,368,340,20.54999985,1
12,2,2,5,3702,2154,1126,780,102.0333331,1
14,1,1,16,13545,12596,1914,1758,339.1,0
81,12,4,17,13545,12596,1915,1759,3.866666481,0
117,15,10,17,13545,12596,1915,1759,3.866666481,0
9,1,1,1,110,110,1418,1284,394.8500001,0
633,41,18,0,28,28,228,225,0,1
299,14,3,0,29,29,229,226,0,0
155,2,1,0,451,271,1462,591,0,1
124,7,1,0,451,271,1462,591,0,1
427,4,4,0,451,271,1462,591,0,1
7,1,1,24,13160,12225,1813,1675,64.11666691,1
52,11,4,24,13160,12225,1813,1675,64.11666691,1
43,9,7,0,11,6,1047,1035,1257.816667,0
45,9,7,0,11,6,1047,1035,1257.816667,0
19,8,7,0,15,6,1217,1044,929.616667,1
19,8,7,9,1572,1360,1217,1044,1346.45,1
88,5,2,3,13421,12070,1101,1098,67.64999986,0
12,6,6,1,343,120,1143,107,11.49999999,0
28,2,2,16,1398,1354,818,785,1272.933334,0
55,5,2,0,79,79,824,791,51.29999936,0
36,4,3,0,79,79,824,791,51.29999936,0
99,10,3,0,79,79,824,791,51.29999936,1
35,3,2,0,79,79,824,791,51.29999936,1
35,8,3,0,79,79,824,791,51.29999936,1
142,17,5,0,79,79,824,791,51.29999936,1
6,2,1,0,79,79,824,791,51.29999936,0
26,7,2,0,79,79,824,791,51.29999936,0
12,1,1,0,79,79,824,791,51.29999936,0
33,6,4,0,79,79,824,791,51.29999936,0
35,5,3,0,2,2,24,20,0,1
148,9,8,6,3702,489,759,15,44.43333305,1
8,3,3,11,4605,40,1408,580,12.76666716,0
185,13,6,2,347,335,308,106,1236.95,1
185,13,6,5,494,325,308,106,1103.466667,1
80,4,2,1,76,73,412,398,166.7500001,1
49,4,2,1,83,80,415,401,3941.4,1
67,3,1,0,40,31,572,309,0,0
42,3,3,0,38,38,291,243,0,1
49,3,2,2,241,48,946,884,4.966666549,0
2,1,1,1,749,735,102,101,1.883333176,0
3,2,2,5,2323,1854,292,118,474.8999997,0
4,2,2,6,583,577,1035,1023,6537.933334,1
18,5,4,16,13539,12590,820,787,2287.583333,0
20,10,4,6,584,0,1462,169,2918.333334,0
57,11,4,12,13550,12601,108,106,14.88333374,0
129,17,7,12,13550,12601,108,106,14.88333374,0
145,8,7,12,13550,12601,108,106,14.88333374,0
10,3,3,12,13550,12601,108,106,14.88333374,0
246,12,12,12,13550,12601,108,106,14.88333374,1
9,1,1,12,13550,12601,108,106,14.88333374,0
2,1,1,1,749,735,102,101,1.883333176,0
6,2,2,1,1338,3,122,4,44.43333305,1
289,3,3,7,175,1,16,16,5024.5,1
54,7,2,1,106,67,4,2,1217.666666,1
491,8,6,0,37,19,192,130,0,1
9,1,1,1,687,633,232,229,54.86666679,1
239,26,11,2,348,330,1414,1280,3071.05,0
12,2,1,2,348,330,1414,1280,3071.05,0
4,1,1,2,348,330,1414,1280,3071.05,0
387,14,9,15,683,27,747,99,1755.533334,1
153,18,4,0,232,40,752,104,0,1
86,2,1,15,685,27,756,108,391.0499999,1
8,2,1,3,360,291,671,305,0,0
7,2,2,3,360,291,671,305,0,0
119,46,40,10,13553,12604,4054,2401,55.69999963,1
388,93,38,12,4053,3797,1055,885,24.73333329,0
322,12,5,1,693,105,1059,33,132.833333,0
322,12,5,4,4066,30,1059,33,86.74999952,0
13,5,2,5,1479,1288,1017,848,0,0
7,2,2,5,1479,1288,1017,848,0,0
49,2,1,1,14,4,62,21,0,1
4,2,2,5,1479,1288,1017,848,0,0
4,1,1,3,13362,12019,1087,1084,17597.25,0
277,15,11,2,225,115,764,647,0,0
4,1,1,2,639,615,310,290,31.48333356,1
50,6,2,1,78,78,1273,591,9447.749999,0
20,6,5,2,1057,826,1294,612,21.45000033,0
105,11,3,6,1050,822,1287,605,5856.616667,0
186,3,3,6,1050,822,1287,605,5856.616667,0
6,1,1,6,1050,822,1287,605,5856.616667,0
2,1,1,0,608,45,353,256,863.5000002,0
2,1,1,1,202,126,548,240,51.16666675,1
3,2,1,3,147,72,237,15,39.91666675,1
2,2,2,3,147,72,237,15,39.91666675,0
37,10,4,3,147,72,237,15,39.91666675,1
10,1,1,1,689,6,193,62,70.29999956,0
6,1,1,1,151,76,496,217,0,1
28,4,2,0,136,64,440,188,0,0
10,3,2,1,59,27,121,118,24.10000004,0
11,1,1,11,700,303,573,204,129.0333335,0
28,4,2,1,150,75,495,216,0,1
2,1,1,10,701,314,769,143,50.04999943,1
6,1,1,2,112,105,16,16,10.30000046,0
75,8,3,2,112,105,16,16,10.30000046,1
7,1,1,1,947,160,825,1,8.566666469,0
244,27,12,1,112,112,287,285,0,1
12,2,1,1,112,112,287,285,0,1
517,49,8,0,93,93,386,385,0,1
96,30,2,0,2101,1584,316,231,238.85,1
25,8,3,0,2101,1584,317,232,64.81666714,0
26,3,1,0,2103,1586,319,234,142.3333338,0
57,11,4,12,13550,12601,108,106,14.88333374,1
129,17,7,12,13550,12601,108,106,14.88333374,1
145,8,7,12,13550,12601,108,106,14.88333374,1
10,3,3,12,13550,12601,108,106,14.88333374,1
246,12,12,12,13550,12601,108,106,14.88333374,1
9,1,1,12,13550,12601,108,106,14.88333374,1
313,23,11,0,399,398,670,547,35110.13333,1
5,1,1,5,505,505,823,816,938.3666664,0
24,4,2,1,57,53,173,172,28.53333347,1
3,1,1,1,455,272,726,9,261.8333334,0
57,11,3,1,168,163,423,422,29.69999984,1
12,2,1,1,169,164,426,425,17.98333369,1
91,10,6,5,261,242,297,288,76263.05,1
2,1,1,3,517,517,428,427,1020.433334,0
14,3,1,9,1576,1364,3588,3353,5037.3,1
510,82,62,0,0,0,3592,3357,75.60000032,1
109,5,5,9,13555,12606,4054,2401,532.45,0
4,1,1,1,697,430,387,386,368.1999998,0
82,5,5,6,102,98,6571,5736,646.5500001,1
9,1,1,3,754,740,6580,5744,11.49999999,0
14,2,2,3,756,742,6583,5747,18.46666642,0
4,1,1,2,754,740,6579,5743,13.2333333,1
134,10,3,5,13403,12053,1360,1285,23.68333362,0
2,2,2,9,4043,3788,1212,1061,284.2166667,0
474,42,20,4,4070,3810,1546,1501,184.9833331,1
157,6,2,3,64,46,1545,266,1926.866667,1
308,8,1,0,1,1,56,35,160.3166661,0
25,5,3,2,1890,1428,56,35,206.4999998,0
53,7,3,2,1890,1428,56,35,206.4999998,0
171,2,2,2,1890,1428,56,35,206.4999998,0
21,2,2,2,1890,1428,56,35,206.4999998,0
1,1,1,10,1957,1493,56,35,108.1333329,0
23,1,1,11,1957,1493,56,35,11.35000013,0
5,1,1,1,1967,1503,4057,2404,0,0
39,8,2,3,516,516,254,252,155.8500002,1
23,2,2,4,524,524,429,428,38.53333287,0
113,15,1,8,1027,802,1343,1334,449.6000002,1
39,8,4,8,1027,802,1343,1334,449.6000002,0
1,1,1,3,4074,3813,1062,904,5.050000101,1
55,1,1,11,1957,1493,56,35,11.35000013,0
174,15,4,5,518,518,1105,1102,868.8666672,1
2,2,1,1,1252,796,550,267,4.083333313,1
1,1,1,1,384,366,10168,85,530.0833335,0
140,48,12,1,66,64,10163,9437,5000.6,1
15,3,2,11,1957,1493,56,35,11.35000013,0
9,1,1,0,1,1,56,35,160.3166661,0
28,9,9,2,288,279,4055,2402,107.6500002,0
2,1,1,13,13429,12078,4061,2408,30.58333308,0
1,1,1,2,5258,3414,4060,2407,12.14999981,0
8,2,1,0,742,694,4056,2403,166.583333,0
1,1,1,3,128,0,3349,801,85.36666632,0
12,3,2,2,5259,3415,4062,2409,7.750000209,0
8,4,2,2,5259,3415,4062,2409,7.750000209,0
75,4,4,5,12762,11435,1388,1323,680.3499998,1
29,4,3,7,13425,12074,1812,1745,378.733333,0
12,3,1,7,625,612,1811,1744,1101.8,1
11,5,3,7,625,612,1811,1744,1101.8,0
22,1,1,7,625,612,1811,1744,1101.8,0
46,10,7,7,625,612,1811,1744,1101.8,0
20,4,3,7,625,612,1811,1744,1101.8,0
83,9,6,7,625,612,1811,1744,1101.8,1
39,16,4,7,625,612,1811,1744,1101.8,1
22,5,3,7,625,612,1811,1744,1101.8,0
5,1,1,7,625,612,1811,1744,1101.8,0
178,36,34,12,13429,12078,4058,2405,33.48333344,1
116,5,3,7,1572,1360,510,441,7293.25,1
10,3,2,7,1572,1360,510,441,7293.25,0
2,1,1,4,81,2,524,15,875.8500002,1
51,7,2,1,88,5,525,16,4.41666685,1
48,2,2,1,88,5,525,16,4.41666685,1
12,6,6,4,757,743,4059,2406,133.2500001,0
27,3,1,0,2104,1587,321,236,22.23333277,0
4,2,2,2,128,116,30,30,4195.866667,1
4,2,2,14,426,297,30,30,4506.066667,1
21,1,1,4,771,138,53,52,8682.15,0
32,3,2,14,4586,1801,1115,15,1358.466666,0
9,1,1,14,4586,1801,1115,15,1358.466666,0
188,34,6,2,517,517,1102,1099,110.7500001,1
2,1,1,1,1342,1319,1877,1573,3709.583333,0
4,2,1,0,39,21,196,133,0,0
23,5,3,0,1,1,24,24,916.2166665,0
185,7,5,5,1316,1301,127,122,770.6833334,1
145,7,5,0,0,0,3,3,0,1
318,56,36,1,1249,794,5016,152,3501.8,1
9,2,1,6,4115,2539,3244,2453,4606.15,0
12,2,1,1,8,8,1363,1071,400.2166665,0
125,12,4,1,453,86,1365,1073,21.9500003,1
35,5,1,2,408,215,1466,594,77.86666676,0
35,5,1,0,452,86,1467,239,0,1
552,12,7,5,1046,330,407,192,1349.25,0
345,62,12,3,1048,332,412,197,3093.016667,0
31,3,3,3,1048,332,412,197,3093.016667,0
40,8,8,5,357,17,411,196,3204.3,0
164,14,5,4,1044,329,404,189,8420.733333,0
138,13,5,6,315,275,1367,1075,0,1
495,8,4,6,315,275,1367,1075,0,1
218,16,5,6,315,275,1367,1075,0,1
100,6,3,6,315,275,1367,1075,0,0
32,2,1,4,596,527,1431,786,3419.2,1
13,1,1,4,596,527,1431,786,3419.2,1
6,3,3,1,273,138,1433,788,4055.783333,0
2,1,1,1,948,161,1467,174,40.28333344,1
5,2,2,2,614,105,1469,176,0,0
2,1,1,2,273,138,400,200,3981.833334,0
26,3,3,1,946,159,1466,173,33.06666635,1
1,1,1,1,1131,342,1463,170,3826.9,0
157,16,11,4,13172,237,834,772,397.1499997,0
9,2,2,0,0,0,1199,127,96.40000015,0
10,2,2,3,256,254,71,15,2657.5,0
123,4,3,0,572,429,1201,703,0,0
7,3,3,8,304,265,2,2,8043.933334,1
